Line Item	Price	Unit	HSN	Applicable Site(s)	Site Count	Source PO/Invoice Count	Example Source File	App Display Name
Schevaran All klean S-2 (Multi-purpose ) 5ltr	533.5	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran All klean S-2 (Multi-purpose ) 5ltr
Schevaran All klean S-2 (Multi-purpose) 5ltr [CAN] | HSN 34054000	533.5	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran All klean S-2 (Multi-purpose) 5ltr [CAN] | HSN 34054000
Schevaran Carpet Brite S17 5ltr	824.5	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Carpet Brite S17 5ltr
Schevaran Carpet Brite S17 5ltr [CAN] | HSN 3402	824.5	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Carpet Brite S17 5ltr [CAN] | HSN 3402
Schevaran Citrus Scrub K16 5ltr	591.7	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Citrus Scrub K16 5ltr
Schevaran Citrus Scrub K16 5ltr [CAN] | HSN 34054000	591.7	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Citrus Scrub K16 5ltr [CAN] | HSN 34054000
Schevaran Germ Free S1 5ltr	606.25	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Germ Free S1 5ltr
Schevaran Germ Free S1 5ltr [CAN] | HSN 34054000	606.25	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Germ Free S1 5ltr [CAN] | HSN 34054000
Schevaran Glass Cleaner 5ltr	504.4	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Glass Cleaner 5ltr
Schevaran Glass Cleaner 5ltr [CAN] | HSN 34054000	504.4	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Glass Cleaner 5ltr [CAN] | HSN 34054000
Schevaran Labello S-11 ( Handwash) 5ltr	720	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Labello S-11 ( Handwash) 5ltr
Schevaran Labello S-11 (Handwash) 5ltr [CAN] | HSN 34029090	720	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Labello S-11 (Handwash) 5ltr [CAN] | HSN 34029090
Schevaran S-5 (Room Freshener) 5ltr	693.55	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran S-5 (Room Freshener) 5ltr
Schevaran S-5 (Room Freshner) 5ltr	552	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran S-5 (Room Freshner) 5ltr
Schevaran S-5 (Room Freshner) 5ltr [CAN] | HSN 33074900	693.55	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran S-5 (Room Freshner) 5ltr [CAN] | HSN 33074900
Schevaran S-6 (Toilet Cleaner)	591.7	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran S-6 (Toilet Cleaner)
Schevaran S-6 (Toilet Cleaner) [CAN] | HSN 34054000	591.7	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran S-6 (Toilet Cleaner) [CAN] | HSN 34054000
Schevaran Saphhire S30 1kgs	420	KG		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Saphhire S30 1kgs
Schevaran Scale Off S31 1kgs	420	KG		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Scale Off S31 1kgs
Schevaran Sunglo S4 5lt	1319.2	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Sunglo S4 5lt
Schevaran Sunglo S4 5lt [CAN] | HSN 34052000	1319.2	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Sunglo S4 5lt [CAN] | HSN 34052000
Schevaran Sunglo S4 5ltr	1319.2	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevaran Sunglo S4 5ltr
Schevaran Super Clean S9 5ltr	590	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Schevaran Super Clean S9 5ltr
Schevarandrain Clean S41 5ltr	850	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Schevarandrain Clean S41 5ltr
Scissor Small Size	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Scissor Small Size
Scotch Brite 6X4 3M	12	PCS		AMR Tech Park	1	1	Stepier - Banglore.pdf	Scotch Brite 6X4 3M
Scoth Bright With Sponge	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Scoth Bright With Sponge
Scrapper Patra	15	PCS	9603	SIGMA 2ND FLOOR, SIGMA 7TH FLOOR	2	2	Hk Mumbai/PARSVATECH JULY26 SIGMA 2ND FLOOR (1).pdf	Scrapper Patra — ₹15
Sharpener	1.94	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	Sharpener
Sharpener [NOS] | HSN 82141010	1.94	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Sharpener [NOS] | HSN 82141010
Sheet Protector A4	2.42	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	Sheet Protector A4
Silicon Grease	450	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Silicon Grease
Silicon Grease [NOS] | HSN 27101980 | CHANGE TO GST 5pct	450	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Silicon Grease [NOS] | HSN 27101980 | CHANGE TO GST 5pct
Soap Dispenser	450	SET		SS Plaza	1	1	Stepier - Banglore.pdf	Soap Dispenser
Spectra Paper 75GSM A4 (FS)	240	PKT		Mahindra Finance - Delhi	1	1	FCGC- Delhi.pdf	Spectra Paper 75GSM A4 (FS)
Spoon Steel PCS (FS)	43.5	PCS		Mahindra Finance - Delhi, Sky mark - Noida	2	2	FCGC- Delhi.pdf	Spoon Steel PCS (FS) — ₹43.5
Spoon Steel PCS (FS) FORK	43.5	PCS		Mahindra Finance - Delhi, Sky mark - Noida	2	2	FCGC- Delhi.pdf	Spoon Steel PCS (FS) FORK — ₹43.5
Spray Bottle 1000ML	29.1	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	Spray Bottle 1000ML
Spray Bottle 1000ML	30	PCS		AMR Tech Park	1	1	Stepier - Banglore.pdf	Spray Bottle 1000ML
Sps 403 Ring File	106.7	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Sps 403 Ring File
Sps 403 Ring File [NOS] | HSN 39261000	106.7	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Sps 403 Ring File [NOS] | HSN 39261000
Stainless Steel Spoon	35	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Stainless Steel Spoon
Steel Scale 12 inch	7.76	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Steel Scale 12 inch
Steel Scrubber	7.76	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	Steel Scrubber
Sugar	140	KG		SS Plaza	1	1	Kaffine kingdom - Banglre.pdf	Sugar
Surf Excel (FS)	119.5	KG		Mahindra Finance - Delhi	1	1	FCGC- Delhi.pdf	Surf Excel (FS)
T-BRUSH [NOS] | HSN 96039000	116.4	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	T-BRUSH [NOS] | HSN 96039000
T-Brush	116.4	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	T-Brush
TASKI EMERAL PLUS 500 ML [NOS] | HSN 3402	350	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	TASKI EMERAL PLUS 500 ML [NOS] | HSN 3402
TASKI R-5-5LTR (AIR FRESHNER)	660	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	TASKI R-5-5LTR (AIR FRESHNER)
TASKI R2 5 LTR	805	CAN	3402	ETPL THANE	1	1	Hk Mumbai/PARSVATECH JULY26 ETPL (1).pdf	TASKI R2 5 LTR
TASKI R2[HARD SURFACE CLEANER]5LTR	660	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	TASKI R2[HARD SURFACE CLEANER]5LTR
TASKI R6 [TOILET BOWL CLEANER]5LTR	460	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	TASKI R6 [TOILET BOWL CLEANER]5LTR
TASKI R9 5LTR	1250	CAN	3402	CHARNI ROAD	1	1	Hk Mumbai/PARSVATECH JULY26 CHARNI ROAD (2).pdf	TASKI R9 5LTR
TASKI TR 103 5LTR	1450	CAN	3402	NOIDA	1	1	Hk Mumbai/PARSVATECH JULY26 NOIDA (1).pdf	TASKI TR 103 5LTR
TATA AGNI TEA	415	PKT	0902	3I SAKINAKA	1	1	Hk Mumbai/PARSVATECH JULY26 3I SAKINAKA.pdf	TATA AGNI TEA
TEA PREMIX	200	PKT		2nd Floor - Sigma IT Park, 7th Floor - Sigma IT Park	2	3	purchaseorders (10).pdf	TEA PREMIX — ₹200
TISSU ROLLS	13.75	ROLL		ETPL- Thane	1	1	Shree krishna ent - Tissue.pdf	TISSU ROLLS
TISSUE NAPKIN [PKT] | HSN 48183000	14	PKT		SS Plaza	1	1	Stepier - Banglore.pdf	TISSUE NAPKIN [PKT] | HSN 48183000
TISSUE PAPER (FS)	24	PKT		Mahindra Finance - Delhi	1	2	FCGC- Delhi.pdf	TISSUE PAPER (FS)
TOILET BRUSH	46	PCS	9603	MyGate	1	1	Hk Mumbai/PARSVATECH JULY26 MYGATE.pdf	TOILET BRUSH
TOILET BRUSH ROUND	46	PCS	9603	ETPL THANE, NOIDA	2	2	Hk Mumbai/PARSVATECH JULY26 ETPL (1).pdf	TOILET BRUSH ROUND — ₹46
TOILET BRUSH [NOS] | HSN 9603	33.95	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	TOILET BRUSH [NOS] | HSN 9603
TOILET ROLL (80GM) HARITAGE (FS)	19.5	ROLL		Mahindra Finance - Delhi	1	2	FCGC- Delhi.pdf	TOILET ROLL (80GM) HARITAGE (FS)
Table Top Tissue	25	PKT		3i - Crescent Solitaire, B wing - Mafatlal Chambers, MyGate - VKG	3	3	Shree krishna ent - Tissue.pdf	Table Top Tissue — ₹25
Taski Emeral Plus 500 ML	350	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Taski Emeral Plus 500 ML
Taski R-4	850	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	Taski R-4
Taski R-5 5Ltr	660	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	Taski R-5 5Ltr
Taski R-6	460	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	Taski R-6
Taski R-9	880	CAN		AMR Tech Park	1	1	Stepier - Banglore.pdf	Taski R-9
Taski R3 - 5ltr	875	CAN	3402	ETPL THANE	1	1	Hk Mumbai/PARSVATECH JULY26 ETPL (1).pdf	Taski R3 - 5ltr
Taski TR-101 Carpet Shampoo (FS)	1470	CAN		Mahindra Finance - Delhi	1	1	FCGC- Delhi.pdf	Taski TR-101 Carpet Shampoo (FS)
Tetra Milk	70	LTR		SS Plaza	1	1	Kaffine kingdom - Banglre.pdf	Tetra Milk
Thinner 1 Ltr	104.76	LTR		SS Plaza	1	1	Stepier - Banglore.pdf	Thinner 1 Ltr
Tissue Napkin	14	PKT		SS Plaza	1	2	Stepier - Banglore.pdf	Tissue Napkin
Tissue Ontex (FS)	24	PKT		Mahindra Finance - Delhi	1	1	FCGC- Delhi.pdf	Tissue Ontex (FS)
Tissue Roll	13.75	ROLL		2nd Floor - Sigma IT Park, 3i - Crescent Solitaire, 7th Floor - Sigma IT Park, B wing - Mafatlal Chambers, ETPL- Thane, NRK Star - Indore	6	9	Shree krishna ent - Tissue.pdf	Tissue Roll — ₹13.75
Tissue Roll Fabius	12	ROLL		AMR Tech Park, SS Plaza	2	2	Stepier - Banglore.pdf	Tissue Roll Fabius — ₹12
Tissue Roll Fabius [ROLL] | HSN 48183000	12	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Tissue Roll Fabius [ROLL] | HSN 48183000
Toilet Brush	33.95	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Toilet Brush
Toilet Brush Round [NOS] | HSN 96039000	33.95	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Toilet Brush Round [NOS] | HSN 96039000
Toilet Roll	12	ROLL		AMR Tech Park, SS Plaza	2	2	Stepier - Banglore.pdf	Toilet Roll — ₹12
Toilet Roll	16	ROLL	4803	NOIDA	1	1	Hk Mumbai/PARSVATECH JULY26 NOIDA (1).pdf	Toilet Roll
Toilet Rolls (FS)	19	ROLL		Mahindra Finance - Delhi	1	1	FCGC- Delhi.pdf	Toilet Rolls (FS)
Transparent Tape Red	150.35	ROLL		SS Plaza	1	2	Stepier - Banglore.pdf	Transparent Tape Red
Transparent Tape Red	160.05	ROLL		SS Plaza	1	2	Stepier - Banglore.pdf	Transparent Tape Red
Transparent Tape Red CLEAR [NOS] | HSN 39199090	160.05	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Transparent Tape Red CLEAR [NOS] | HSN 39199090
Transparent Tape Red [NOS] | HSN 39199090	150.35	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Transparent Tape Red [NOS] | HSN 39199090
URINAL CUBES SANIFRESH 300 GM (FS)	90	PKT		Arcil Sky Mark - Noida, Mahindra Finance - Delhi	2	2	FCGC- Delhi.pdf	URINAL CUBES SANIFRESH 300 GM (FS) — ₹90
URINAL SCREEN	25	PCS	3402	NOIDA	1	1	Hk Mumbai/PARSVATECH JULY26 NOIDA (1).pdf	URINAL SCREEN
URINAL SCREEN PAD (FS)	32	PCS		Arcil Sky Mark - Noida	1	1	FCGC- Delhi.pdf	URINAL SCREEN PAD (FS)
Unibic Biscuits	30	PKT		SS Plaza	1	1	Stepier - Banglore.pdf	Unibic Biscuits
Unibic Buscuits	30	PKT		SS Plaza	1	1	Stepier - Banglore.pdf	Unibic Buscuits
Urinal Cake	12	PKT		SS Plaza	1	2	Stepier - Banglore.pdf	Urinal Cake
Urinal Cake [NOS] | HSN 33074900	12	PKT		SS Plaza	1	1	Stepier - Banglore.pdf	Urinal Cake [NOS] | HSN 33074900
Urinal Screen	31.04	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	Urinal Screen
Urinal Screen	35	PCS		AMR Tech Park	1	2	Stepier - Banglore.pdf	Urinal Screen
Urinal Screen [NOS] | HSN 96162000	31.04	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Urinal Screen [NOS] | HSN 96162000
Use & Throw Pen Blue	2.91	PCS		SS Plaza	1	4	Stepier - Banglore.pdf	Use & Throw Pen Blue
Use & Throw Pen Blue	3	PCS		AMR Tech Park	1	1	Stepier - Banglore.pdf	Use & Throw Pen Blue
Use and Throw Pen Blue RED [PES] | HSN 9608	2.91	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Use and Throw Pen Blue RED [PES] | HSN 9608
Use and Throw Pen Blue [PES] | HSN 9608	2.91	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Use and Throw Pen Blue [PES] | HSN 9608
VECUUM HOSE PIPE 5M	950	PCS	4820	C WING	1	1	Hk Mumbai/PARSVATECH C WING JULY26 2.pdf	VECUUM HOSE PIPE 5M
VECUUM LONG AND SHORT CONNECTOR	350	PCS	4820	C WING	1	1	Hk Mumbai/PARSVATECH C WING JULY26 2.pdf	VECUUM LONG AND SHORT CONNECTOR
VECUUM MACHINE NEW 30LTR WET/DRY FULL SET	14400	SET	4820	C WING	1	1	Hk Mumbai/PARSVATECH C WING JULY26 2.pdf	VECUUM MACHINE NEW 30LTR WET/DRY FULL SET
VECUUME MACHINE HOSE PIPE	970	SET	4820	C WING	1	1	Hk Mumbai/PARSVATECH C WING JULY26 2.pdf	VECUUME MACHINE HOSE PIPE
VECUUME MACHINE WET / DRY SET 30LTR	13500	SET	4820	NOIDA	1	1	Hk Mumbai/PARSVATECH JULY26 NOIDA (1).pdf	VECUUME MACHINE WET / DRY SET 30LTR
Vacuum Machine Motor	2800	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Vacuum Machine Motor
Vacuum Machine Services	350	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Vacuum Machine Services
Vacuum Wheel	220	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Vacuum Wheel
Veg Bowl Snow (FS)	80	PCS		Sky mark - Noida	1	1	FCGC- Delhi.pdf	Veg Bowl Snow (FS)
Visitor Register (FS)	470	PCS		Arcil Sky Mark - Noida	1	1	FCGC- Delhi.pdf	Visitor Register (FS)
WATER DISPENSAR TRAY	750	PCS	84182100	SIGMA 2ND FLOOR, SIGMA 7TH FLOOR	2	2	Hk Mumbai/PARSVATECH JULY26 SIGMA 2ND FLOOR (1).pdf	WATER DISPENSAR TRAY — ₹750
WD-40	380	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	WD-40
WET MOP CLIP [NOS] | HSN 9603	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WET MOP CLIP [NOS] | HSN 9603
WET MOP REFILL	62	PCS	9603	3I SAKINAKA, MyGate, NOIDA, SIGMA 2ND FLOOR, SIGMA 7TH FLOOR	5	5	Hk Mumbai/PARSVATECH JULY26 SIGMA 2ND FLOOR (1).pdf	WET MOP REFILL — ₹62
WET MOP REFILL	63.5	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WET MOP REFILL
WET MOP REFILL	65	PCS		AMR Tech Park	1	1	Stepier - Banglore.pdf	WET MOP REFILL
WET MOP REFILL [NOS] | HSN 9603	63.5	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WET MOP REFILL [NOS] | HSN 9603
WET MOP STICK GRAY [NOS] | HSN 96039000	55	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WET MOP STICK GRAY [NOS] | HSN 96039000
WET MOP STICK [NOS] | HSN 3924	48.5	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WET MOP STICK [NOS] | HSN 3924
WHITE B. DUSTER	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WHITE B. DUSTER
WHITE B. DUSTER [NOS] | HSN 39261019	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WHITE B. DUSTER [NOS] | HSN 39261019
WHITE BOARD MARKER BLACK-RED-GREEN-BLUE [NOS] | HSN 96082000	13.58	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	WHITE BOARD MARKER BLACK-RED-GREEN-BLUE [NOS] | HSN 96082000
WHITE R5 LTR	795	CAN	3402	ETPL THANE	1	1	Hk Mumbai/PARSVATECH JULY26 ETPL (1).pdf	WHITE R5 LTR
Washing Liquid	143.08	CAN		SS Plaza	1	2	Stepier - Banglore.pdf	Washing Liquid
Washing Liquid [LTR] | HSN 34022090	143.08	CAN		SS Plaza	1	1	Stepier - Banglore.pdf	Washing Liquid [LTR] | HSN 34022090
Water Bottel Cover [NOS] | HSN 39233090	58.2	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Water Bottel Cover [NOS] | HSN 39233090
Water Bottel Perpet	27.16	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Water Bottel Perpet
Water Bottle Cover	58.2	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Water Bottle Cover
Water Bottle Perpet	24.25	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Water Bottle Perpet
Wet Mop Clip	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Wet Mop Clip
Wet Mop Clip Blu	45	PCS	9603	CHARNI ROAD, NOIDA, SIGMA 2ND FLOOR, SIGMA 7TH FLOOR	4	4	Hk Mumbai/PARSVATECH JULY26 SIGMA 2ND FLOOR (1).pdf	Wet Mop Clip Blu — ₹45
Wet Mop Clip RED	45	PCS	9603	NOIDA	1	1	Hk Mumbai/PARSVATECH JULY26 NOIDA (1).pdf	Wet Mop Clip RED
Wet Mop Stick	55	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Wet Mop Stick
Wet Mop Stick Gray	55	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Wet Mop Stick Gray
White Board Duster	29.1	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	White Board Duster
White Board Marker	13.58	PCS		SS Plaza	1	2	Stepier - Banglore.pdf	White Board Marker
White Board Marker	13.75	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	White Board Marker
Wooden Spoon	85	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	Wooden Spoon
Wooden Stirrer	0.25	PCS		Mafatlal Chember -A wing	1	1	purchaseorders (11).pdf	Wooden Stirrer
Wooden Stirrers	0.2	PCS		SS Plaza	1	1	Kaffine kingdom - Banglre.pdf	Wooden Stirrers
Wringer Trolley 40 Ltr [SET] | HSN 39269099	3200	SET		SS Plaza	1	1	Stepier - Banglore.pdf	Wringer Trolley 40 Ltr [SET] | HSN 39269099
YELLOW SOPNGE 18%	11.64	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	YELLOW SOPNGE 18%
YELLOW SPONGE BIG [NOS] | HSN 9603 | CHANGE TO GST 5pct	11.64	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	YELLOW SPONGE BIG [NOS] | HSN 9603 | CHANGE TO GST 5pct
Zebra Yellow 2 inch Floor Marking Tape	116.4	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Zebra Yellow 2 inch Floor Marking Tape
Zebra Yellow 2 inch Floor Marking Tape [NOS] | HSN 39199090	116.4	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Zebra Yellow 2 inch Floor Marking Tape [NOS] | HSN 39199090
Zebra Yellow 2" Floor Marking Tape	116.4	ROLL		SS Plaza	1	1	Stepier - Banglore.pdf	Zebra Yellow 2" Floor Marking Tape
Zip Lock Bag 6X8	1.2	PKT		SS Plaza	1	2	Stepier - Banglore.pdf	Zip Lock Bag 6X8
housekeeping material	73	PCS		SS Plaza	1	1	Stepier - Banglore.pdf	housekeeping material
